序号,代码,名称,市场代码简称,最新价(元) 2026.05.08,涨跌幅(%) 2026.05.08,区间振幅(%) 2026.05.06 - 2026.05.08,区间换手率(%) 2026.05.06 - 2026.05.08,RSI1(6日) 2026.05.08,MACD值 2026.05.08,ST股票,阶段强势股 2026.05.08,概念,收盘价(日线不复权)(元) 2026.05.08,成交额(元) 2026.05.08,流通市值(元) 2026.05.08,东财行业总分类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,市盈率(动)(倍) 2026.05.08,市净率(倍) 2026.05.08,总市值(元) 2026.05.08
816,300755,华致酒行,SZ,15.15,9.70,14.93,6.05,87.04,0.40,否,符合,电商概念、跨境电商、内贸流通、融资融券、西部大开发、深股通、创业板综、新零售、富时罗素,15.15,2.57亿,63.11亿,商贸零售-专业连锁Ⅱ-专业连锁Ⅲ,1.340,15.55,13.74,4.19,3.97,1743.46万,29.76,2.2501,63.14亿
817,603912,佳力图,SH,11.64,2.74,9.55,21.34,69.62,0.12,否,符合,数据中心液冷、专精特新、东数西算、5G概念、液冷概念、近期新高、转债标的、磁悬浮压缩机、华为概念、数据中心、腾讯概念、算力租赁、百日新高 、百度概念、DeepSeek概念、抖音概念(字节概念)、阿里概念,11.64,4.46亿,63.07亿,机械设备-通用设备-制冷空调设备,0.310,11.86,11.09,7.15,0.93,3876.21万,-77.86,3.6652,63.07亿
818,002803,吉宏股份,SZ,21.84,2.06,13.20,22.41,88.71,0.73,否,符合,宠物用品、专精特新、区块链、多模态AI、数字经济、昨日高振幅、贬值受益、电子烟、宠物经济、华为概念、跨境电商、2025三季报预增、信创、百日新高 、AI应用、人工智能、富时罗素、2025年报预增、数据要素、云计算、福建自贸区、融资融券、深股通、近期新高、SaaS、AIGC概念、华为盘古、ChatGPT概念、电商概念、一带一路、海峡两岸、抖音概念(字节概念)、白酒、智能物流,21.84,3.79亿,63.05亿,商贸零售-互联网电商-跨境电商,0.440,22.02,21.26,6.03,0.94,1742.14万,33.98,3.5524,98.37亿
819,603212,赛伍技术,SH,14.39,0.84,4.74,11.02,69.22,0.30,否,符合,国产芯片、专精特新、IGBT概念、高压快充、新能源车、钙钛矿电池、盛合晶微、宁德时代概念、TOPCON电池、长安汽车概念、消费电子概念、电池技术、POE胶膜、固态电池、储能概念、MicroLED、AI应用、人工智能、OLED、BC电池、融资融券、沪股通、商业航天、先进封装、反内卷概念、光伏概念、新材料、锂电池概念、比亚迪概念、光伏背板、HJT电池、先进封装材料、高铁、风能、长江三角、无线耳机、特斯拉概念、MiniLED,14.39,2.03亿,62.95亿,电力设备-光伏设备-光伏辅材,0.120,14.42,14.10,3.24,0.73,1418.33万,-136.47,2.6333,62.95亿
820,603380,易德龙,SH,39.22,5.60,9.08,6.05,81.30,0.60,否,符合,消费电子概念、5G概念、医疗器械概念、独角兽、新能源车、沪股通、机器人概念、汽车电子、数据中心、通信技术,39.22,2.17亿,62.93亿,电子-消费电子-消费电子零部件及组装,2.080,39.85,36.50,3.51,3.05,563.27万,51.53,3.9002,62.93亿
821,002189,中光学,SZ,24.05,6.23,15.26,10.54,88.42,0.75,否,符合,国产芯片、全息技术、车联网(车路云)、昨日高振幅、数字经济、证金持股、3D摄像头、3D打印、华为概念、军民融合、长安汽车概念、兵装重组概念、消费电子概念、央国企改革、荣耀概念、通用航空、无人驾驶、混合现实、中字头、人脸识别、军工、激光雷达、安防概念、融资融券、AI眼镜、深股通、近期新高、虚拟现实、超清视频、智能座舱、机器视觉、增强现实、汽车电子,24.05,3.41亿,62.81亿,国防军工-军工电子Ⅱ-军工电子Ⅲ,1.410,24.32,22.37,5.50,3.06,1437.67万,-25.07,15.0350,62.82亿
822,300421,力星股份,SZ,27.25,6.65,16.65,27.05,82.15,0.55,否,符合,工业母机、海工装备、深股通、新能源车、商业航天、减速器轴承、人形机器人、卫星导航、创业板综、高端装备、高铁、风能、减速器、机器人概念,27.25,9.28亿,62.76亿,机械设备-通用设备-金属制品,1.700,27.60,25.21,15.07,3.31,3470.40万,283.94,6.1996,80.12亿
823,300572,安车检测,SZ,34.59,6.73,15.63,22.54,89.68,0.94,否,符合,军工、粤港澳大湾区、新疆振兴、深股通、充电桩、新能源车、深圳特区、尾气治理、创投、汽车一体化压铸、换电概念、比亚迪概念、百日新高 、PM2.5、创业板综、人工智能、富时罗素、机器人概念,34.59,7.28亿,62.70亿,社会服务-专业服务-检测服务,2.180,34.98,32.30,11.89,2.66,2155.64万,-382.44,4.9223,79.21亿
824,301070,开勒股份,SZ,105.25,-4.51,27.79,35.55,63.72,-0.12,否,符合,智慧政务、多模态AI、融资融券、东数西算、昨日高振幅、算力概念、绿色电力、AI智能体、光伏概念、AI制药（医疗）、华为昇腾、锂电池概念、比亚迪概念、DeepSeek概念、人工智能、创业板综、无人驾驶、高端装备、智能医疗、数据要素,105.25,6.04亿,62.45亿,机械设备-通用设备-制冷空调设备,-4.970,109.93,103.47,9.64,1.10,572.24万,-335.42,13.0955,94.97亿
825,300283,温州宏丰,SZ,16.98,20.00,37.59,89.94,96.68,1.18,否,符合,国产芯片、专精特新、5G概念、工业母机、AIPC、昨日高振幅、碳基材料、新能源车、第三代半导体、通信技术、昨日高换手、电池技术、消费电子概念、固态电池、百日新高 、AI手机、医疗器械概念、2025年报扭亏、近期新高、半导体概念、碳化硅、PCB、数据中心、新材料、历史新高 、锂电池概念、比亚迪概念、智能电网、创业板综、PCB铜箔、光伏建筑一体化,16.98,16.81亿,62.35亿,电力设备-电网设备-配电设备,2.830,16.98,13.96,29.53,1.04,1.08亿,37.48,7.2029,84.39亿
826,688719,爱科赛博,SH,69.45,3.23,16.39,14.69,85.85,2.45,否,符合,融资融券、西部大开发、液冷概念、近期新高、新能源车、华为概念、数据中心、光伏概念、储能概念、历史新高 、可控核聚变、比亚迪概念、百日新高 、智能电网、电源电缆,69.45,2.90亿,62.31亿,电力设备-其他电源设备Ⅱ-其他电源设备Ⅲ,2.170,69.50,64.21,4.82,1.22,432.51万,-114.04,4.7636,80.14亿
827,300767,震安科技,SZ,25.94,3.31,11.68,17.16,81.02,0.44,否,符合,专精特新、雄安新区、融资融券、核能核电、西部大开发、深股通、百日新高 、装配建筑、近期新高、创业板综,25.94,4.01亿,62.23亿,基础化工-橡胶-其他橡胶制品,0.830,26.06,24.76,6.59,1.45,1581.14万,-942.43,4.7170,71.67亿
828,688767,博拓生物,SH,41.55,2.09,20.95,11.10,80.24,1.33,否,符合,融资融券、医疗器械概念、人脑工程、病毒防治、近期新高、贬值受益、2025年报预减、体外诊断概念、流感检测、沪股通、芬太尼、肝炎概念、猴痘概念、流感、科创板做市股、病原体防治、人工智能、辅助生殖、脑机接口、幽门螺杆菌概念,41.55,2.22亿,62.05亿,医药生物-医疗器械-体外诊断,0.850,42.20,40.59,3.59,1.50,536.78万,-151.96,2.6286,62.05亿
829,603978,深圳新星,SH,29.38,-0.51,15.44,41.53,77.38,0.94,否,符合,国产芯片、军工、钠离子电池、六氟磷酸锂、融资融券、昨日高振幅、商业航天、深圳特区、军民融合、最近多板、昨日高换手、氟化工概念、电池技术、新材料、汽车一体化压铸、核能核电、锂电池概念、PVDF概念、股权激励,29.38,8.89亿,62.02亿,有色金属-金属新材料-其他金属新材料,-0.150,31.57,29.26,13.98,1.37,2951.00万,85.95,3.7392,62.02亿
830,300984,金沃股份,SZ,69.90,3.43,16.97,15.49,85.19,2.51,否,符合,融资融券、深股通、创业板综、2025年报预增,69.90,4.23亿,61.93亿,机械设备-通用设备-其他通用设备,2.320,72.93,67.35,6.77,1.56,600.02万,147.29,8.0055,86.31亿
831,688069,德林海,SH,54.69,-2.62,26.15,26.53,83.78,3.56,否,符合,专精特新、数字孪生、融资融券、2025年报扭亏、昨日高振幅、水利建设、节能环保、碳交易、最近多板、氢能源、光伏概念、人工智能、碳中和,54.69,6.10亿,61.80亿,环保-环境治理-水务及水治理,-1.470,57.00,52.00,9.93,2.10,1122.17万,-216.61,4.7648,61.80亿
832,603012,创力集团,SH,9.55,10.02,10.85,12.86,80.32,0.04,否,符合,5G概念、融资融券、煤炭概念、近期新高、新能源车、AIGC概念、2025年报预减、工业互联、华为概念、通信技术、百日新高 、中俄贸易概念、高端装备、人工智能、股权激励、物联网、长江三角、机器人概念,9.55,4.65亿,61.74亿,机械设备-专用设备-能源及重型设备,0.870,9.55,8.61,7.80,3.32,5040.43万,66.35,1.6070,61.74亿
833,300267,尔康制药,SZ,4.34,-3.77,9.40,23.88,57.38,0.08,否,符合,合成生物、电池技术、消毒剂、仿制药一致性评价、AI制药（医疗）、医药电商、中药概念、AI应用、人工智能、小金属概念、NMN概念、破增发价股、融资融券、医疗器械概念、深股通、新能源、电商概念、流感、长寿药、锂电池概念、病原体防治、创业板综、锂矿概念、智能医疗、幽门螺杆菌概念、维生素,4.34,4.31亿,61.73亿,医药生物-化学制药-原料药,-0.170,4.52,4.31,6.91,0.82,9834.93万,170.72,2.2256,89.52亿
834,300911,亿田智能,SZ,36.00,1.55,21.94,22.24,74.24,1.16,否,符合,东数西算、融资融券、昨日高振幅、深股通、算力概念、转债标的、AIGC概念、腾讯概念、算力租赁、DeepSeek概念、创业板综、人工智能、阿里概念,36.00,4.09亿,61.68亿,家用电器-厨卫电器-厨房电器,0.550,36.60,34.65,6.64,1.11,1137.68万,-46.60,6.0894,66.00亿
835,688085,三友医疗,SH,19.34,5.51,12.49,7.98,85.89,0.51,否,符合,专精特新、医疗器械概念、新材料、融资融券、人工智能、3D打印、2025年报预增、沪股通、智能医疗、机器人概念,19.34,2.00亿,61.64亿,医药生物-医疗器械-医疗耗材,1.010,19.89,18.29,3.26,1.86,1040.62万,228.50,3.0418,64.49亿
836,301589,诺瓦星云,SZ,177.80,1.31,3.86,6.12,71.45,1.54,否,符合,国产芯片、专精特新、融资融券、西部大开发、显示技术、深股通、虚拟现实、超清视频、足球概念、体育产业、深成500、智慧城市、小盘股、创投、MicroLED、裸眼3D、人工智能、创业板综、小盘成长、MicroLED设备、MiniLED,177.80,1.21亿,61.28亿,计算机-计算机设备-其他计算机设备,2.300,178.49,172.10,1.98,1.02,68.26万,43.11,4.2928,164.37亿
837,603777,来伊份,SH,18.30,-2.97,17.89,21.67,72.04,0.38,否,符合,内贸流通、融资融券、昨日高振幅、社区团购、小红书概念、最近多板、电商概念、腾讯概念、人工智能、新零售、白酒、谷子经济、智能物流,18.30,3.83亿,61.20亿,食品饮料-休闲食品-零食,-0.560,18.98,18.28,6.17,1.10,2062.05万,-108.98,3.9269,61.20亿
838,002334,英威腾,SZ,8.32,4.65,9.62,12.80,67.65,0.07,否,符合,国产芯片、粤港澳大湾区、工业母机、海工装备、新能源车、燃料电池概念、工业互联、深圳特区、新型工业化、同步磁阻电机、UPS供电、电池技术、储能概念、核能核电、CDU、百度概念、物联网、机器人概念、稀土永磁、PLC概念、融资融券、低空经济、液冷概念、充电桩、深股通、半导体概念、碳交易、数据中心、光伏概念、氢能源、换电概念、人形机器人、锂电池概念、比亚迪概念、风能、传感器、光伏建筑一体化,8.32,4.64亿,61.15亿,机械设备-自动化设备-工控设备,0.370,8.60,7.88,7.67,3.42,5637.89万,-56.31,2.2390,68.45亿
839,600962,国投中鲁,SH,23.32,2.91,8.51,6.83,85.58,0.57,否,符合,国产芯片、饮料制造、中芯概念、昨日高振幅、央国企改革、贬值受益、房屋检测、工业互联、沪股通、智慧城市,23.32,1.44亿,61.15亿,农林牧渔-农产品加工-果蔬加工,0.660,23.60,22.45,2.36,1.11,619.85万,358.92,6.4570,61.15亿
840,603315,福鞍股份,SH,19.00,0.53,15.65,20.10,66.42,0.20,否,符合,军工、专精特新、石墨电极、东数西算、昨日高振幅、算力概念、昨日首板、俄乌冲突概念、2025年报预减、超超临界发电、节能环保、宁德时代概念、最近多板、电池技术、核能核电、锂电池概念、算力租赁、中俄贸易概念、特钢概念、抽水蓄能,19.00,5.72亿,60.87亿,环保-环境治理-大气治理,0.100,19.39,18.60,9.38,1.59,3005.50万,75.81,3.5007,60.87亿
841,002421,达实智能,SZ,3.02,-0.33,5.52,13.30,73.49,0.06,否,符合,粤港澳大湾区、鸿蒙概念、东数西算、PPP模式、数字经济、工业互联、标准普尔、AI智能体、华为概念、腾讯概念、信创、AI应用、边缘计算、DeepSeek概念、人工智能、建筑节能、富时罗素、物联网、人脸识别、机器人概念、华为鲲鹏、破增发价股、云计算、数字孪生、雄安新区、融资融券、液冷概念、深股通、智慧城市、养老概念、数据中心、国产软件、抖音概念(字节概念)、智能医疗、碳中和,3.02,2.26亿,60.50亿,计算机-IT服务Ⅱ-IT服务Ⅲ,-0.010,3.05,3.00,3.74,0.92,7487.44万,-98.70,2.3583,64.04亿
842,601086,国芳集团,SH,9.08,3.30,5.49,10.57,68.54,0.14,否,符合,内贸流通、西部大开发、谷子店、新零售、沪股通、谷子经济、参股券商、红利股,9.08,2.29亿,60.47亿,商贸零售-一般零售-百货,0.290,9.16,8.75,3.82,1.51,2545.61万,36.36,3.7107,60.47亿
843,301169,零点有数,SZ,83.65,-0.04,21.67,13.20,91.94,4.47,否,符合,鸿蒙概念、烟草、昨日高振幅、数字经济、元宇宙概念、数字乡村、AI智能体、华为概念、跨境电商、腾讯概念、信创、华为昇腾、互联网金融、DeepSeek概念、人工智能、蚂蚁概念、阿里概念、数据要素、云计算、智慧政务、数据安全、数字孪生、融资融券、AIGC概念、智慧城市、苹果概念、云办公、数据确权、一带一路、财税数字化、创业板综、时空大数据、大数据、跨境支付,83.65,2.26亿,60.24亿,社会服务-专业服务-其他专业服务,-0.030,84.75,81.00,3.77,1.13,271.47万,-91.15,13.9031,60.26亿
844,002642,荣联科技,SZ,9.08,10.06,16.01,14.67,84.50,0.19,否,符合,国资云概念、区块链、多模态AI、乡村振兴、数字经济、新型工业化、AI智能体、腾讯概念、华为昇腾、电力物联网、边缘计算、AI应用、独角兽、基因测序、物联网、阿里概念、华为鲲鹏、数据要素、智慧政务、ChatGPT概念、碳交易、网络安全、数据中心、星闪概念、华为数字能源、微利股、股权激励、智能医疗、碳中和、大数据、5G概念、东数西算、车联网(车路云)、工业互联、数字乡村、华为概念、通信技术、信创、互联网金融、京津冀一体化、央国企改革、百度概念、DeepSeek概念、人工智能、云计算、数据安全、数字孪生、深股通、近期新高、虚拟现实、智慧城市、互联网服务、国产软件、精准医疗,9.08,4.76亿,60.07亿,计算机-IT服务Ⅱ-IT服务Ⅲ,0.830,9.08,8.25,8.08,3.05,5346.05万,1841.05,5.0555,60.07亿
845,002291,遥望科技,SZ,6.91,1.32,4.33,14.75,81.99,0.17,否,符合,首发经济、粤港澳大湾区、乡村振兴、数字经济、短剧互动游戏、小红书概念、跨境电商、广东自贸区、AI应用、人工智能、网红经济、破增发价股、数据要素、融资融券、深股通、虚拟现实、破发股、快手概念、互联网服务、电商概念、Web3.0、AI电商、虚拟数字人、NFT概念、抖音概念(字节概念)、文娱消费,6.91,2.96亿,60.06亿,传媒-广告营销-营销代理,0.090,6.95,6.77,4.93,0.91,4286.70万,7.10,2.1719,64.62亿
846,603703,盛洋科技,SH,14.47,1.12,5.48,9.00,74.98,0.20,否,符合,5G概念、车联网(车路云)、卫星导航、光纤概念、卫星通信、商业航天、铜缆高速连接、量子科技、通信技术、数据中心,14.47,1.67亿,60.05亿,电子-光学光电子-LED,0.160,14.50,14.03,2.82,1.06,1171.02万,245.70,7.2657,60.05亿
847,605055,迎丰股份,SH,13.64,10.00,21.50,10.25,92.63,0.35,否,符合,共同富裕示范区、昨日高振幅、百日新高 、近期新高、减速器、长江三角、机器人概念,13.64,2.64亿,60.02亿,纺织服饰-纺织制造-印染,1.240,13.64,12.12,4.57,2.44,2011.67万,-82.04,6.1098,60.02亿
848,300429,强力新材,SZ,14.96,1.77,6.24,16.70,79.25,0.15,否,符合,国产芯片、专精特新、融资融券、深股通、转债标的、光刻机(胶)、半导体概念、先进封装、PCB、创投、新材料、先进封装材料、创业板综、OLED、富时罗素、光引发剂,14.96,4.40亿,59.91亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,0.260,15.08,14.50,7.38,1.78,2955.94万,-69.85,4.8256,80.50亿
849,603165,荣晟环保,SH,18.61,2.99,10.63,10.35,88.89,0.25,否,符合,污水处理、国产芯片、造纸印刷、百日新高 、近期新高、高股息精选、标准普尔、节能环保、长江三角、传感器、参股银行,18.61,2.38亿,59.63亿,轻工制造-造纸-大宗用纸,0.540,19.13,17.91,4.01,1.22,1285.12万,19.66,2.2181,59.63亿
