序号,代码,名称,市场代码简称,最新价(元) 2026.04.30,涨跌幅(%) 2026.04.30,证券类型,低位 2026.04.30,个股题材,申万行业分类,主力净额合计 2026.04.28 - 2026.04.30,东财行业总分类,概念,涨跌额(元) 2026.04.30,最高价(元) 2026.04.30,最低价(元) 2026.04.30,换手率(%) 2026.04.30,量比 2026.04.30,成交量(股) 2026.04.30,成交额(元) 2026.04.30,市盈率(动)(倍) 2026.04.30,市净率(倍) 2026.04.30,总市值(元) 2026.04.30,流通市值(元) 2026.04.30
1586,603236,移远通信,SH,72.30,-1.46,A股,符合,抖音豆包、5G概念、车联网(车路云)、ai应用、华为Mate、AI智能体、华为概念、AI芯片、边缘计算、sim、DeepSeek概念、端侧、无人驾驶、人工智能、新质生产力、物联网、机器人概念、eSIM、卫星互联网、稳定币概念、敦煌网、6G概念、移动支付、华为海思、AI眼镜、算力概念、华为云、卫星通信、soc芯片、智能座舱、无线通信模组、ChatGPT概念、智慧城市、智能网联、英伟达概念、智元机器人、玄铁、卫星导航、人形机器人、智能驾驶、农机概念、阿里巴巴概念、大数据、RISC-V概念,通信-通信设备-通信终端及配件,-1.19亿,通信-通信设备-通信终端及配件,国产芯片、区块链、贬值受益、AI智能体、AI芯片、智能穿戴、电力物联网、农机、边缘计算、AI应用、无人驾驶、富时罗素、物联网、机器人概念、破增发价股、融资融券、华为海思、上证380、商业航天、英伟达概念、卫星导航、星闪概念、智能电网、智能医疗、5G概念、车联网(车路云)、东数西算、数字乡村、工业互联、华为概念、小米概念、通信技术、长安汽车概念、跨境电商、智能家居、毫米波概念、DeepSeek概念、人工智能、MCU芯片、无人零售、电网概念、卫星互联网、6G概念、移动支付、AI眼镜、数字货币、充电桩、智能座舱、沪股通、两轮车、智慧城市、小盘股、机器视觉、人形机器人、WiFi6、汽车电子,-1.070,73.35,71.85,2.28,0.53,597.53万,4.33亿,36.81,2.9747,208.10亿,189.18亿
1587,600933,爱柯迪,SH,16.97,2.85,A股,符合,外骨骼机器人、贸易战、小米汽车、大消费、人形机器人、铝箔、智能驾驶、新能源车、汽车零部件、无人驾驶、机器人概念,汽车-汽车零部件-底盘与发动机系统,-1.21亿,汽车-汽车零部件-底盘与发动机系统,融资融券、贬值受益、转债标的、新能源车、上证380、沪股通、标准普尔、小盘股、汽车一体化压铸、人形机器人、股权激励、富时罗素、机器人概念,0.470,17.48,16.55,3.16,1.53,3085.82万,5.26亿,19.96,1.7776,174.81亿,165.86亿
1588,000056,*ST皇庭,SZ,1.74,-4.92,A股,符合,固态电池、内循环、租售同权,房地产-房地产服务-物业管理,-1.22亿,房地产-房地产服务-物业管理,国产芯片、AB股、融资融券、IGBT概念、低价股、参股保险、长期破净、半导体概念、深圳特区、固态电池、租售同权、物联网、智能物流、破增发价股,-0.090,1.84,1.74,11.76,0.81,1.06亿,1.86亿,-15.92,-0.8554,20.58亿,15.72亿
1589,002276,万马股份,SZ,12.90,-3.95,A股,符合,区块链、5G概念、高压快充、军工装备、宇树机器人、新能源车、水电、特斯拉供应商、AI智能体、固态电池、电力物联网、核能核电、电池概念、充电、齿轮、雅下水电、机器人概念、充电运营、众擎、军工、深海经济、充电装置、工业机器人、算力概念、电线电缆、光伏、新能源、供电、深海机器人、供给侧改革、人形机器人、光纤概念、风电、智能电网,电力设备-电网设备-线缆部件及其他,-1.24亿,电力设备-电网设备-线缆部件及其他,光纤光缆、区块链、5G概念、海工装备、高压快充、数字经济、新能源车、水利建设、工业互联、标准普尔、通信技术、空芯光纤、核能核电、央国企改革、富时罗素、海底电缆、机器人概念、电网概念、军工、融资融券、充电桩、深股通、绿色电力、数据中心、小盘股、光伏概念、新材料、人形机器人、换电概念、比亚迪概念、光纤概念、智能电网、海洋经济、高端装备、长江三角、风能、柔性直流输电,-0.530,13.30,12.88,3.36,1.30,3388.44万,4.41亿,51.57,2.1296,130.43亿,129.91亿
1590,600588,用友网络,SH,11.68,-1.60,A股,符合,区块链、贸易战、远程办公、应用概念、数字经济、ai应用、北交所概念、工业互联网、数智、ERP概念、通义千问、新型工业化、AI智能体、华为概念、AI芯片、甲骨文概念、信创、华为昇腾、manus、算力租赁、AI应用、DeepSeek概念、国产操作系统、腾讯元宝、人工智能、华为鲲鹏、稳定币概念、云计算、移动支付、算力概念、华为医疗、华为云、AIGC概念、ChatGPT概念、数据中心、国产替代、英伟达概念、关税、华为鸿蒙、国产软件、软件服务、谷歌概念、财税数字化、腾讯云、云电脑、互联网医疗、阿里巴巴概念、大数据,计算机-软件开发-横向通用软件,-1.25亿,计算机-软件开发-横向通用软件,中盘股、区块链、5G概念、鸿蒙概念、数字经济、证金持股、ERP概念、工业互联、参股保险、标准普尔、AI智能体、新型工业化、华为概念、通信技术、HS300_、互联网金融、信创、AI应用、DeepSeek概念、中国AI 50、人工智能、富时罗素、MSCI中国、阿里概念、互联医疗、机器人概念、AI办公、华为鲲鹏、云计算、破增发价股、智慧政务、移动支付、融资融券、SaaS、AIGC概念、沪股通、ChatGPT概念、网络安全、国产软件、财税数字化、股权激励、智能医疗、参股银行、大数据,-0.190,11.96,11.59,1.28,1.05,4385.61万,5.15亿,-13.81,5.7880,399.11亿,399.11亿
1591,689009,九号公司-WD,SH,43.74,-3.87,A股,符合,贸易战、科创板成分股、大消费、无人配送、AI智能体、小米概念、反内卷概念、电商概念、英伟达概念、电动车、关税、小米汽车、内循环、人形机器人、人工智能、交运设备、机器人概念、大数据,汽车-摩托车及其他-其他运输设备,-1.26亿,汽车-摩托车及其他-其他运输设备,中盘股、融资融券、车联网(车路云)、上证380、中证500、两轮车、小米概念、电商概念、英伟达概念、跨境电商、Lazada电商、DeepSeek概念、人工智能、国产操作系统、交运设备、2025年报预增、电动两轮车、机器人概念、大数据,-1.760,44.40,42.44,5.31,2.41,2953.20万,12.85亿,38.86,4.2694,316.09亿,243.04亿
1592,600977,中国电影,SH,13.78,1.70,A股,符合,大消费、疯狂动物城、影视娱乐、人工智能、文化传媒、谷子经济、文生视频、Sora概念,传媒-影视院线-影视动漫制作,-1.28亿,传媒-影视院线-影视动漫制作,中盘股、融资融券、中盘成长、AIGC概念、中证500、沪股通、短剧互动游戏、标准普尔、腾讯概念、央国企改革、人工智能、中字头、富时罗素、谷子经济、影视概念、文娱消费,0.230,13.80,13.52,1.86,0.96,3464.44万,4.74亿,-56.42,2.3415,257.27亿,257.27亿
1593,600585,海螺水泥,SH,21.13,-0.61,A股,符合,贸易战、业务存互补性、大消费、西部大开发、装配建筑、光伏、水电、碳交易、反内卷概念、HALO概念、新藏铁路、关税、供给侧改革、东盟自贸区概念、内循环、一带一路、制造业、中原经济区、亚冬会、雅下水电、墨脱水电站、储能、新型城镇化,建筑材料-水泥-水泥制造,-1.32亿,建筑材料-水泥-水泥制造,周期股、上证180_、证金持股、长期破净、雅下水电概念、标准普尔、红利破净股、HS300_、储能概念、央国企改革、央视50_、富时罗素、MSCI中国、红利股、融资融券、行业龙头、装配建筑、沪股通、大盘股、价值股、反内卷概念、铁路基建、水泥概念、一带一路、大盘价值、安徽三资改革,-0.130,21.32,21.01,0.79,0.98,3166.15万,6.70亿,19.07,0.5777,1119.74亿,845.14亿
1594,603596,伯特利,SH,45.88,-0.56,A股,符合,飞行汽车(eVTOL)、大消费、华为汽车、宇树机器人、新能源车、汽车零部件项目定点、比亚迪智驾、特斯拉供应商、AI智能体、反内卷概念、华为概念、长安汽车概念、robotaxi、创投、小米汽车、人形机器人、禾赛科技、智能驾驶、DeepSeek概念、无人驾驶、汽车零部件、人工智能、汽车电子、天神之眼,汽车-汽车零部件-底盘与发动机系统,-1.32亿,汽车-汽车零部件-底盘与发动机系统,中盘股、飞行汽车(eVTOL)、专精特新、融资融券、低空经济、华为汽车、转债标的、新能源车、上证380、中证500、沪股通、标准普尔、线控系统、长安汽车概念、创投、人形机器人、比亚迪概念、无人驾驶、富时罗素、MSCI中国、机器人概念、汽车电子、特斯拉概念,-0.260,46.80,45.70,1.60,0.74,971.77万,4.48亿,25.90,3.5536,278.27亿,278.27亿
1595,300627,华测导航,SZ,31.69,-0.47,A股,符合,国产芯片、北斗导航、智能无人机、军工装备、深空经济概念、水电、华为概念、军民融合、DeepSeek概念、无人驾驶、人工智能、惯性测量单元IMU、雅下水电、卫星互联网、低轨卫星、深海经济、6G概念、低空经济、华为汽车、算力概念、spacex、无人机、商业航天、nasa、卫星导航、智能驾驶、农机概念,通信-通信设备-通信终端及配件,-1.33亿,通信-通信设备-通信终端及配件,北斗导航、国产芯片、中盘股、融资融券、低空经济、深股通、无人机、中盘成长、水利建设、中证500、商业航天、雅下水电概念、深成500、智慧城市、军民融合、小米汽车、卫星导航、农机、比亚迪概念、百度概念、创业板综、无人驾驶、长江三角、机器人概念,-0.150,31.98,31.46,2.15,0.97,1394.73万,4.42亿,49.72,5.7076,249.37亿,205.39亿
1596,002891,中宠股份,SZ,33.65,-3.72,A股,符合,电商概念、关税、电子商务概念、贸易战、乡村振兴、宠物经济,农林牧渔-饲料-宠物食品,-1.33亿,农林牧渔-饲料-宠物食品,小盘股、电商概念、融资融券、深股通、贬值受益、新消费、宠物经济、小盘成长、阿里概念,-1.300,34.89,33.62,3.82,0.74,1221.66万,4.15亿,36.78,3.1256,107.56亿,107.56亿
1597,300779,惠城环保,SZ,69.82,-0.85,A股,符合,污水处理、稀土永磁、绿色电力,环保-环境治理-固废治理,-1.36亿,环保-环境治理-固废治理,稀土永磁、专精特新、中盘股、融资融券、深股通、转债标的、中盘成长、深成500、节能环保、固废处理、创业板综、2025年报预增、MSCI中国、破增发价股,-0.600,71.25,69.01,2.71,0.44,436.20万,3.04亿,1731.13,6.5326,147.56亿,112.35亿
1598,300049,福瑞医科,SZ,50.36,-0.36,A股,符合,华为医疗、医药设备、区域经济、内蒙古自贸、AI医疗、肝炎概念、试剂盒、医疗科技、医疗健康、医疗美容、互联网医疗、创新药、婴童概念、医疗器械、育儿概念、传统中药、蚂蚁阿福,医药生物-医疗器械-医疗设备,-1.38亿,医药生物-医疗器械-医疗设备,创新医疗服务、医疗器械概念、融资融券、西部大开发、家庭医生、深股通、贬值受益、参股保险、肝炎概念、小盘股、三胎概念、医药电商、中药概念、AI应用、病原体防治、创业板综、小盘成长、智能医疗、婴童概念、互联医疗,-0.180,50.87,49.30,3.22,0.79,751.79万,3.75亿,104.93,6.7334,133.44亿,117.66亿
1599,002085,万丰奥威,SZ,13.63,-0.51,A股,符合,军工、极目、飞行汽车(eVTOL)、民航局、低空经济、华为汽车、新能源车、智能制造、商业航天、小米机器人、亿航智能、国产替代、汽车一体化压铸、新材料、航天概念、比亚迪概念、碳纤维、汽车零部件、特斯拉概念、进口博览会,汽车-汽车零部件-轮胎轮毂,-1.40亿,汽车-汽车零部件-轮胎轮毂,中盘股、5G概念、海工装备、共同富裕示范区、新能源车、标准普尔、深成500、节能环保、碳纤维、通用航空、独角兽、富时罗素、2025年报预增、MSCI中国、中盘价值、飞行汽车(eVTOL)、航空发动机、低空经济、融资融券、华为汽车、深股通、无人机、中证500、商业航天、两轮车、动力系统、汽车一体化压铸、锂电池概念、比亚迪概念、长江三角、风能、碳中和、特斯拉概念,-0.070,13.81,13.61,1.16,0.97,2459.32万,3.37亿,29.77,3.7891,289.41亿,289.41亿
1600,600637,东方明珠,SH,9.98,-1.38,A股,符合,网红直播、沐曦概念、超清视频、专网通信、体育产业、智慧教育、文化传媒、区域经济、短剧互动游戏、电商概念、广电概念、超聚变概念、电子商务概念、光刻机、manus、在线教育、阶跃星辰、人工智能、光刻、云电脑、进口博览会、上海自贸,传媒-电视广播Ⅱ-电视广播Ⅲ,-1.40亿,传媒-电视广播Ⅱ-电视广播Ⅲ,中盘股、5G概念、证金持股、短剧互动游戏、网络游戏、标准普尔、AI智能体、创投、腾讯概念、央国企改革、百度概念、AI应用、在线教育、人工智能、富时罗素、网红经济、MSCI中国、影视概念、云游戏、上海自贸、破增发价股、融资融券、虚拟现实、超清视频、体育产业、破发股、上证380、中证500、沪股通、旅游概念、智慧城市、参股券商、电商概念、电子竞技、文娱消费、智能电视、长江三角、沪企改革,-0.140,10.11,9.84,2.08,0.90,6996.25万,6.98亿,136.08,1.1206,335.52亿,335.52亿
1601,000932,华菱钢铁,SZ,4.64,-5.88,A股,符合,军工、海工装备、贸易战、军工装备、页岩气、新能源车、水电、钍基熔盐堆、华为概念、反内卷概念、关税、供给侧改革、核能核电、钢铁供改、雅下水电、钢材,钢铁-普钢-板材,-1.43亿,钢铁-普钢-板材,军工、中盘价值、中盘股、融资融券、海工装备、深股通、页岩气、新能源车、中证500、长期破净、绿色电力、标准普尔、深成500、钍基熔盐堆、华为概念、反内卷概念、核能核电、油气资源、央国企改革、特钢概念、富时罗素、高铁、MSCI中国,-0.290,4.80,4.57,2.30,2.41,1.58亿,7.35亿,40.20,0.5694,317.96亿,317.96亿
